slug	first_name	last_name	city	department_code	website	booking_url	source_google_title	source_google_maps_url	result	error
abbies-my-bien-etre-fosses	Abbies	MY BIEN ETRE	Fosses	95			ABBIES MY BIEN ETRE	https://www.google.com/maps/place/ABBIES+MY+BIEN+ETRE/data=!4m7!3m6!1s0x2ef7027fbb8a968d:0xc0b2c6337bd7cf93!8m2!3d49.0991505!4d2.5220125!16s%2Fg%2F11tt0zvhh2!19sChIJjZaKu38C9y4Rk8_XezPGssA?authuser=0&hl=fr&rclk=1	no_external_link_found	
academie-europeenne-des-medecines-naturelles-neuville-sur-oise	Académie	EUROPÉENNE DES MÉDECINES NATURELLES	Neuville-sur-Oise	95	https://www.aemn.org/		Académie Européenne des Médecines Naturelles	https://www.google.com/maps/place/Acad%C3%A9mie+Europ%C3%A9enne+des+M%C3%A9decines+Naturelles/data=!4m7!3m6!1s0x47e68b2d9c8e1141:0xde0f1d99367b873e!8m2!3d49.0203293!4d2.0546616!16s%2Fg%2F11h0mcg229!19sChIJQRGOnC2L5kcRPod7NpkdD94?authuser=0&hl=fr&rclk=1	website_found	
accompagnement-tdah-suresnes	Accompagnement	TDAH	Suresnes	92	https://www.nidoiseau.fr/		NIDOISEAU by Séverine Lejetté, Naturopathie - Naturopédiatrie - Accompagnement TDAH - Massages - Naturopathe à Suresnes	https://www.google.com/maps/place/NIDOISEAU+by+S%C3%A9verine+Lejett%C3%A9,+Naturopathie+-+Naturop%C3%A9diatrie+-+Accompagnement+TDAH+-+Massages+-+Naturopathe+%C3%A0+Suresnes/data=!4m7!3m6!1s0xcc1816d8d2dede1:0x9296dcbdca1a5a8f!8m2!3d48.8680861!4d2.2259033!16s%2Fg%2F11x33sdng0!19sChIJ4e0tjW2BwQwRj1oayr3clpI?authuser=0&hl=fr&rclk=1	website_found	
acupuncture-par-lumiere-ezanville	Acupuncture	PAR LUMIÈRE	Ézanville	95			acupuncture par lumière	https://www.google.com/maps/place/acupuncture+par+lumi%C3%A8re/data=!4m7!3m6!1s0x47e6426d73540001:0x70c3b8b36e429315!8m2!3d49.0286599!4d2.3563044!16s%2Fg%2F11h4mw7tdv!19sChIJAQBUc21C5kcRFZNCbrO4w3A?authuser=0&hl=fr&rclk=1	no_external_link_found	
adeline-gattefosse-milly-la-foret	Adéline	GATTEFOSSÉ	Milly-la-Forêt	91	http://www.evidemmentsoi.com/		Adéline Gattefossé - Naturopathie Shiatsu drainage lymphatique massage minceur	https://www.google.com/maps/place/Ad%C3%A9line+Gattefoss%C3%A9+-+Naturopathie+Shiatsu+drainage+lymphatique+massage+minceur/data=!4m7!3m6!1s0x47e5bf8110ddfdab:0xb0c17e621c74d77a!8m2!3d48.4014327!4d2.4691285!16s%2Fg%2F11g7d8398_!19sChIJq_3dEIG_5UcRetd0HGJ-wbA?authuser=0&hl=fr&rclk=1	website_found	
afiya-esencial-le-blanc-mesnil	Afiya	ESENCIAL	Le Blanc-Mesnil	93	http://afiyaesencial-naturopathe.fr/		Afiya Esencial	https://www.google.com/maps/place/Afiya+Esencial/data=!4m7!3m6!1s0x47e6158c674568e9:0x15fe79436afc5f35!8m2!3d48.9379613!4d2.46858!16s%2Fg%2F11yrpd11v4!19sChIJ6WhFZ4wV5kcRNV_8akN5_hU?authuser=0&hl=fr&rclk=1	website_found	
agathe-descamps-boulogne-billancourt	Agathe	DESCAMPS	Boulogne-Billancourt	92	http://agathe-naturopathe.fr/		Agathe Descamps Naturopathe	https://www.google.com/maps/place/Agathe+Descamps+Naturopathe/data=!4m7!3m6!1s0x47e67ba61c4b6c07:0xfebb1752101d399b!8m2!3d48.8418037!4d2.2398321!16s%2Fg%2F11tp79fq5c!19sChIJB2xLHKZ75kcRmzkdEFIXu_4?authuser=0&hl=fr&rclk=1	website_found	
agnes-loison-igny	Agnès	LOISON	Igny	91	https://www.agnesloison-naturo.fr/		Agnès Loison Naturopathe	https://www.google.com/maps/place/Agn%C3%A8s+Loison+Naturopathe/data=!4m7!3m6!1s0x47e6792d99208413:0xe729c4ac6537188d!8m2!3d48.7310329!4d2.2210347!16s%2Fg%2F11j34z7vnf!19sChIJE4QgmS155kcRjRg3ZazEKec?authuser=0&hl=fr&rclk=1	website_found	
agnes-loison-sceaux	Agnès	LOISON	Sceaux	92	https://www.agnesloison-naturo.fr/		Agnès Loison	https://www.google.com/maps/place/Agn%C3%A8s+Loison/data=!4m7!3m6!1s0x47e671df99939b97:0xaa18b393dd2a6be1!8m2!3d48.7797087!4d2.2820555!16s%2Fg%2F11p565cv3q!19sChIJl5uTmd9x5kcR4Wsq3ZOzGKo?authuser=0&hl=fr&rclk=1	website_found	
agnes-mc-vean-franconville	Agnès	MC VEAN	Franconville	95			Agnès Mc Vean	https://www.google.com/maps/place/Agn%C3%A8s+Mc+Vean/data=!4m7!3m6!1s0xd3e36b156cb5451:0x8e617d107e1ead43!8m2!3d48.9893943!4d2.221018!16s%2Fg%2F11tr_d1hm5!19sChIJUVTLVrE2Pg0RQ60efhB9YY4?authuser=0&hl=fr&rclk=1	no_external_link_found	
agnes-natur-o-sources-colombes	Agnès	NATUR'O SOURCES	Colombes	92	http://naturosources.net/		Agnès Natur'O Sources	https://www.google.com/maps/place/Agn%C3%A8s+Natur%27O+Sources/data=!4m7!3m6!1s0x47e665811be88527:0xf7ab037197468013!8m2!3d48.9115128!4d2.2444221!16s%2Fg%2F11xyn_wgs7!19sChIJJ4XoG4Fl5kcRE4BGl3EDq_c?authuser=0&hl=fr&rclk=1	website_found	
akli-nait-chabane-enghien-les-bains	Akli	NAIT CHABANE	Enghien-les-Bains	95	https://rdv.bioresonance-therapie.com/	https://rdv.bioresonance-therapie.com/	AKLI NAIT CHABANE	https://www.google.com/maps/place/AKLI+NAIT+CHABANE/data=!4m7!3m6!1s0x47e6692c20ed93cf:0x7678abf57e9f565e!8m2!3d48.9713633!4d2.3075272!16s%2Fg%2F11vr4q2xzz!19sChIJz5PtICxp5kcRXlaffvWreHY?authuser=0&hl=fr&rclk=1	website_and_booking_found	
alexandra-auvray-franconville-franconville	Alexandra	AUVRAY FRANCONVILLE	Franconville	95	http://monreflexnature.com/		Alexandra Auvray (Franconville)	https://www.google.com/maps/place/Alexandra+Auvray+%28Franconville%29/data=!4m7!3m6!1s0x47e667543239cf77:0x4174cff1e1c0ea6e!8m2!3d48.985489!4d2.228522!16s%2Fg%2F11fgkl7yfl!19sChIJd885MlRn5kcRburA4fHPdEE?authuser=0&hl=fr&rclk=1	website_found	
alexandra-auvray-mon-reflex-nature-jouy-le-moutier	Alexandra	AUVRAY MON RÉFLEX' NATURE	Jouy-le-Moutier	95	https://www.monreflexnature.com/		Alexandra Auvray (Mon Réflex' Nature) - Jouy-le-Moutier	https://www.google.com/maps/place/Alexandra+Auvray+%28Mon+R%C3%A9flex%27+Nature%29+-+Jouy-le-Moutier/data=!4m7!3m6!1s0x47e68b723d76d94d:0x250db1172807987!8m2!3d49.0096656!4d2.0349647!16s%2Fg%2F11fj1zg2d9!19sChIJTdl2PXKL5kcRh3mAchHbUAI?authuser=0&hl=fr&rclk=1	website_found	
alexandra-bourgeois-blandy	Alexandra	BOURGEOIS	Blandy	77	https://www.lessencedhygie.fr/		Alexandra BOURGEOIS - Naturopathe, Réflexologue, Massage Bien-être & Soins du Corps	https://www.google.com/maps/place/Alexandra+BOURGEOIS+-+Naturopathe,+R%C3%A9flexologue,+Massage+Bien-%C3%AAtre+%26+Soins+du+Corps/data=!4m7!3m6!1s0x47e5f9f7931007b3:0x69cfa8346313c708!8m2!3d48.566369!4d2.7863312!16s%2Fg%2F11mpq2lqnm!19sChIJswcQk_f55UcRCMcTYzSoz2k?authuser=0&hl=fr&rclk=1	website_found	
alexandra-kouklevsky-boulogne-billancourt	Alexandra	KOUKLEVSKY	Boulogne-Billancourt	92	https://www.therapiejoyeuse.com/		Naturopathe et Reiki Paris - Thérapie Joyeuse - Alexandra Kouklevsky	https://www.google.com/maps/place/Naturopathe+et+Reiki+Paris+-+Th%C3%A9rapie+Joyeuse+-+Alexandra+Kouklevsky/data=!4m7!3m6!1s0x47e671679175ccfb:0x9cbfe5e3eacbe55b!8m2!3d48.832271!4d2.256965!16s%2Fg%2F11tr_b9g06!19sChIJ-8x1kWdx5kcRW-XL6uPlv5w?authuser=0&hl=fr&rclk=1	website_found	
alexandra-metayer-chelles	Alexandra	MÉTAYER	Chelles	77	https://alexandrametayer-naturopathe.com/?utm_campaign=gmb&utm_content=site-web&utm_medium=organic&utm_source=google		Alexandra MÉTAYER - Naturopathe Réflexologue	https://www.google.com/maps/place/Alexandra+M%C3%89TAYER+-+Naturopathe+R%C3%A9flexologue/data=!4m7!3m6!1s0x47e61075ea20df2d:0xc85b0bc36833c51d!8m2!3d48.8764323!4d2.5972256!16s%2Fg%2F11g_qpmp6s!19sChIJLd8g6nUQ5kcRHcUzaMMLW8g?authuser=0&hl=fr&rclk=1	website_found	
alexandra-renard-rambouillet	Alexandra	RENARD	Rambouillet	78	https://naturopathie-rambouillet.fr/		Alexandra Renard Naturopathe Rambouillet	https://www.google.com/maps/place/Alexandra+Renard+Naturopathe+Rambouillet/data=!4m7!3m6!1s0x47e427eef0f075a3:0x1e0353adb46e366c!8m2!3d48.6534964!4d1.8299609!16s%2Fg%2F11sm6hbmq3!19sChIJo3Xw8O4n5EcRbDZutK1TAx4?authuser=0&hl=fr&rclk=1	website_found	
alexandra-stoffaes-fontenay-sous-bois	Alexandra	STOFFAËS	Fontenay-sous-Bois	94	https://alexandrastoffaes5.wixsite.com/yoga		Alexandra Stoffaës - Naturopathe, Herboriste, Yogathérapeute, MUNZ FLOOR	https://www.google.com/maps/place/Alexandra+Stoffa%C3%ABs+-+Naturopathe,+Herboriste,+Yogath%C3%A9rapeute,+MUNZ+FLOOR/data=!4m7!3m6!1s0x8500519ef9692875:0xae900e2fbd164a6c!8m2!3d48.8502934!4d2.4735715!16s%2Fg%2F11whx9m8kz!19sChIJdShp-Z5RAIURbEoWvS8OkK4?authuser=0&hl=fr&rclk=1	website_found	
alexandra-texier-saint-leu-la-foret	Alexandra	TEXIER	Saint-Leu-la-Forêt	95	https://www.sorellanzanaturopathe.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4037940853156476192		Alexandra Texier Naturopathe	https://www.google.com/maps/place/Alexandra+Texier+Naturopathe/data=!4m7!3m6!1s0x47e6672d3477fda1:0x4e647e720ab9e339!8m2!3d49.0151895!4d2.2418137!16s%2Fg%2F11ld53njzv!19sChIJof13NC1n5kcROeO5CnJ-ZE4?authuser=0&hl=fr&rclk=1	website_found	
alexandrine-sicre-maisons-laffitte	Alexandrine	SICRE	Maisons-Laffitte	78			Alexandrine SICRE	https://www.google.com/maps/place/Alexandrine+SICRE/data=!4m7!3m6!1s0x47e661826636aaab:0x2b324be002ec7c63!8m2!3d48.9476383!4d2.1482734!16s%2Fg%2F11dxdftszt!19sChIJq6o2ZoJh5kcRY3zsAuBLMis?authuser=0&hl=fr&rclk=1	no_external_link_found	
ali-mohamed-colombes	Ali	MOHAMED	Colombes	92			Mohamed ali NATUROPATHE Cabinet Du Sportif	https://www.google.com/maps/place/Mohamed+ali+NATUROPATHE+Cabinet+Du+Sportif/data=!4m7!3m6!1s0x47e665649265c9e5:0x91aba4b1ff3ccdc4!8m2!3d48.9242936!4d2.2560823!16s%2Fg%2F11h2c_4tm6!19sChIJ5cllkmRl5kcRxM08_7Gkq5E?authuser=0&hl=fr&rclk=1	no_external_link_found	
alice-gabrillargues-mitry-mory	Alice	GABRILLARGUES	Mitry-Mory	77	http://www.feminitenaturelle.com/		Alice Gabrillargues, Naturopathe - Troubles menstruels & hormonaux	https://www.google.com/maps/place/Alice+Gabrillargues,+Naturopathe+-+Troubles+menstruels+%26+hormonaux/data=!4m7!3m6!1s0x4b0b85a9e05c6509:0xa900337d65c5c227!8m2!3d48.9532991!4d2.5942285!16s%2Fg%2F11pzrjc68d!19sChIJCWVc4KmFC0sRJ8LFZX0zAKk?authuser=0&hl=fr&rclk=1	website_found	
alice-marie-gagny	Alice	MARIE	Gagny	93	https://alice-marie-naturopathe.fr/?utm_campaign=gmb&utm_content=site-web&utm_medium=organic&utm_source=google		Alice MARIE - Naturopathe	https://www.google.com/maps/place/Alice+MARIE+-+Naturopathe/data=!4m7!3m6!1s0x47e613a2aebd0875:0xf255cd2eb029f8f8!8m2!3d48.8772109!4d2.5292638!16s%2Fg%2F11fr76rsfw!19sChIJdQi9rqIT5kcR-PgpsC7NVfI?authuser=0&hl=fr&rclk=1	website_found	
alina-onesim-saint-remy-les-chevreuse	Alina	ONESIM	Saint-Rémy-lès-Chevreuse	78	https://www.alina-onesim.com/		Alina ONESIM Naturopathe spécialisée dans la Maladie de Lyme et l'Endométriose	https://www.google.com/maps/place/Alina+ONESIM+Naturopathe+sp%C3%A9cialis%C3%A9e+dans+la+Maladie+de+Lyme+et+l%27Endom%C3%A9triose/data=!4m7!3m6!1s0x8e1a2012b6302311:0xf82a8cc40db5fe1c!8m2!3d48.695878!4d2.0635086!16s%2Fg%2F11y3p9_w4x!19sChIJESMwthIgGo4RHP61DcSMKvg?authuser=0&hl=fr&rclk=1	website_found	
aline-pricart-serris	Aline	PRICART	Serris	77			Aline Pricart - Praticienne bien-être (Massage & Accompagnement naturel ciblé)	https://www.google.com/maps/place/Aline+Pricart+-+Praticienne+bien-%C3%AAtre+%28Massage+%26+Accompagnement+naturel+cibl%C3%A9%29/data=!4m7!3m6!1s0x47e603fd3223992d:0xa3c9ce91d573f6f!8m2!3d48.837579!4d2.795828!16s%2Fg%2F11wp71mhlk!19sChIJLZkjMv0D5kcRbz9XHemcPAo?authuser=0&hl=fr&rclk=1	no_external_link_found	
aline-rousseau-le-chesnay-rocquencourt	Aline	ROUSSEAU	Le Chesnay-Rocquencourt	78			Aline Rousseau - Consultante prévention santé	https://www.google.com/maps/place/Aline+Rousseau+-+Consultante+pr%C3%A9vention+sant%C3%A9/data=!4m7!3m6!1s0x86cf4a896b22d189:0xd2cf56f223b9a42c!8m2!3d48.8268038!4d2.1252563!16s%2Fg%2F11sswp7prv!19sChIJidEia4lKz4YRLKS5I_JWz9I?authuser=0&hl=fr&rclk=1	no_external_link_found	
aline-sabah-hanna-herblay-sur-seine	Aline	SABAH HANNA	Herblay-sur-Seine	95			Aline Sabah Hanna, Naturopathe	https://www.google.com/maps/place/Aline+Sabah+Hanna,+Naturopathe/data=!4m7!3m6!1s0x47e66975d8a057e3:0xaf74d85c16563d6f!8m2!3d48.9937218!4d2.1658058!16s%2Fg%2F11y1mxr9ql!19sChIJ41eg2HVp5kcRbz1WFlzYdK8?authuser=0&hl=fr&rclk=1	no_external_link_found	
alizee-ribeiro-athis-mons	Alizée	RIBEIRO	Athis-Mons	91	https://www.alizeenaturopathe.com/		Alizée RIBEIRO	https://www.google.com/maps/place/Aliz%C3%A9e+RIBEIRO/data=!4m7!3m6!1s0x47e675985202540b:0xa2aebc5d65c67488!8m2!3d48.7090651!4d2.3719746!16s%2Fg%2F11wxsyf5jr!19sChIJC1QCUph15kcRiHTGZV28rqI?authuser=0&hl=fr&rclk=1	website_found	
allison-potino-mitry-mory	Allison	POTINO	Mitry-Mory	77	https://linktr.ee/Allison_Soin_BienEtre		Allison Potino - Réflexologue, Sophro Relaxologie, Massage Amma Assis _ Mitry mory, seine et marne	https://www.google.com/maps/place/Allison+Potino+-+R%C3%A9flexologue,+Sophro+Relaxologie,+Massage+Amma+Assis+_+Mitry+mory,+seine+et+marne/data=!4m7!3m6!1s0x787531bd99191a7:0xc305a5b984278581!8m2!3d48.9796262!4d2.611587!16s%2Fg%2F11lcdz_npq!19sChIJp5GR2RtThwcRgYUnhLmlBcM?authuser=0&hl=fr&rclk=1	website_found	
alpha-sante-malakoff	Alpha	SANTE	Malakoff	92	http://www.alphasante.net/		Alpha Sante	https://www.google.com/maps/place/Alpha+Sante/data=!4m7!3m6!1s0x47e67059d27d88bf:0xd2a522c02f0c4cbf!8m2!3d48.8193905!4d2.3070799!16s%2Fg%2F11vk0dctds!19sChIJv4h90llw5kcRv0wML8AipdI?authuser=0&hl=fr&rclk=1	website_found	
altheia-reflexologie-corbeil-essonnes	Altheia	RÉFLEXOLOGIE	Corbeil-Essonnes	91	https://altheia.fr/		ALTHEIA Réflexologie et Naturopathie	https://www.google.com/maps/place/ALTHEIA+R%C3%A9flexologie+et+Naturopathie/data=!4m7!3m6!1s0x47e5e7e79fdc85fb:0x6480f910be113ff9!8m2!3d48.6004857!4d2.4627029!16s%2Fg%2F11vhqpybd8!19sChIJ-4Xcn-fn5UcR-T8RvhD5gGQ?authuser=0&hl=fr&rclk=1	website_found	
amalia-alimi-rueil-malmaison	Amalia	ALIMI	Rueil-Malmaison	92	https://amalia-naturosophro.com/		Amalia Alimi - Naturopathe & Réflexologue plantaire	https://www.google.com/maps/place/Amalia+Alimi+-+Naturopathe+%26+R%C3%A9flexologue+plantaire/data=!4m7!3m6!1s0x47e6632df3c9d98d:0x47f924ee5a10b8d1!8m2!3d48.8754993!4d2.1812984!16s%2Fg%2F11jn0bkgnn!19sChIJjdnJ8y1j5kcR0bgQWu4k-Uc?authuser=0&hl=fr&rclk=1	website_found	
amandine-baudin-boulogne-billancourt	Amandine	BAUDIN	Boulogne-Billancourt	92	https://www.amandinebaudin.com/		Amandine Baudin Naturopathe	https://www.google.com/maps/place/Amandine+Baudin+Naturopathe/data=!4m7!3m6!1s0xf550667398499bd:0x5638c8d87eeafba4!8m2!3d48.8402208!4d2.2413396!16s%2Fg%2F11y47t8zrm!19sChIJvZmEOWcGVQ8RpPvqftjIOFY?authuser=0&hl=fr&rclk=1	website_found	
amandine-chanceau-dieteticienne-nutritionniste-drainage-lymphatique-renata-franca-enghien-les-bains	Amandine	CHANCEAU DIETETICIENNE-NUTRITIONNISTE DRAINAGE LYMPHATIQUE RENATA FRANÇA	Enghien-les-Bains	95	https://lesnourriciers.fr/nos-offres/#offre3		Amandine CHANCEAU, "Les Nourriciers" dieteticienne-nutritionniste, drainage lymphatique Renata França	https://www.google.com/maps/place/Amandine+CHANCEAU,+%22Les+Nourriciers%22+dieteticienne-nutritionniste,+drainage+lymphatique+Renata+Fran%C3%A7a/data=!4m7!3m6!1s0x47e669c935317037:0xae746d1e002a67c7!8m2!3d48.9698947!4d2.305842!16s%2Fg%2F11ptlp4z1k!19sChIJN3AxNclp5kcRx2cqAB5tdK4?authuser=0&hl=fr&rclk=1	website_found	
anais-broutin-saint-remy-l-honore	Anaïs	BROUTIN	Saint-Rémy-l'Honoré	78	https://ab-naturopathe-animalier.com/		Anaïs Broutin, Naturopathe Animalier	https://www.google.com/maps/place/Ana%C3%AFs+Broutin,+Naturopathe+Animalier/data=!4m7!3m6!1s0x8ecdbbb357bb1e17:0xb1ce9a71f0ce8348!8m2!3d48.7619833!4d1.8916302!16s%2Fg%2F11l_46zcz_!19sChIJFx67V7O7zY4RSIPO8HGazrE?authuser=0&hl=fr&rclk=1	website_found	
anais-esnard-montigny-lencoup	Anaïs	ESNARD	Montigny-Lencoup	77	https://anaisesnardnaturopathe.fr/		Anaïs Esnard naturopathe	https://www.google.com/maps/place/Ana%C3%AFs+Esnard+naturopathe/data=!4m7!3m6!1s0x47ef4f22abd42b49:0xd0ec8a605428a8c6!8m2!3d48.4515038!4d3.0593071!16s%2Fg%2F11pd7777m5!19sChIJSSvUqyJP70cRxqgoVGCK7NA?authuser=0&hl=fr&rclk=1	website_found	
anais-geschals-sevres	Anaïs	GESCHALS	Sèvres	92			Anaïs Geschals - NUTRIONNISTE (Nutrition, naturopathie, drainages lymphatiques Renata & réflexologie)	https://www.google.com/maps/place/Ana%C3%AFs+Geschals+-+NUTRIONNISTE+%28Nutrition,+naturopathie,+drainages+lymphatiques+Renata+%26+r%C3%A9flexologie%29/data=!4m7!3m6!1s0x47e67b8108b83c45:0xa3f2fe0e3e65f36e!8m2!3d48.8260643!4d2.2188809!16s%2Fg%2F11ry5jnt3q!19sChIJRTy4CIF75kcRbvNlPg7-8qM?authuser=0&hl=fr&rclk=1	no_external_link_found	
anais-louvet-houilles	Anaïs	LOUVET	Houilles	78	https://harmonie-au-naturel.com/		Harmonie au naturel - Anaïs Louvet, naturopathe	https://www.google.com/maps/place/Harmonie+au+naturel+-+Ana%C3%AFs+Louvet,+naturopathe/data=!4m7!3m6!1s0x47e6630070beee7d:0x8cdb6708426c31e3!8m2!3d48.9250559!4d2.1864087!16s%2Fg%2F11vt5bsnxw!19sChIJfe6-cABj5kcR4zFsQghn24w?authuser=0&hl=fr&rclk=1	website_found	
andrea-budillon-chaville	Andréa	BUDILLON	Chaville	92	http://www.naturopathe-chaville.fr/		Andréa BUDILLON . Naturopathe Iridologue à Chaville (92) et en visio	https://www.google.com/maps/place/Andr%C3%A9a+BUDILLON+.+Naturopathe+Iridologue+%C3%A0+Chaville+%2892%29+et+en+visio/data=!4m7!3m6!1s0x47e67b1fffcdb697:0x92f644532d0ac6b8!8m2!3d48.8001799!4d2.1871791!16s%2Fg%2F11f77b7qr3!19sChIJl7bN_x975kcRuMYKLVNE9pI?authuser=0&hl=fr&rclk=1	website_found	
angelique-bigot-nemours	Angélique	BIGOT	Nemours	77	https://myneuronutrition.fr/		Angélique Bigot - Naturopathe & Santé fonctionnelle (Micronutrition, Digestion, Sommeil, Stress, Anxiété).	https://www.google.com/maps/place/Ang%C3%A9lique+Bigot+-+Naturopathe+%26+Sant%C3%A9+fonctionnelle+%28Micronutrition,+Digestion,+Sommeil,+Stress,+Anxi%C3%A9t%C3%A9%29./data=!4m7!3m6!1s0x47e589432789dc4b:0x7dd1df9a045366a!8m2!3d48.2682863!4d2.6994964!16s%2Fg%2F11lt2rc84y!19sChIJS9yJJ0OJ5UcRajZFoPkd3Qc?authuser=0&hl=fr&rclk=1	website_found	
angelique-sebille-sophrologue-sante-naturailes-fontenay-tresigny	Angélique	SEBILLE SOPHROLOGUE SANTE NATURAILES	Fontenay-Trésigny	77	https://santenaturailes.com/		Angélique SEBILLE SOPHROLOGUE Sante naturailes	https://www.google.com/maps/place/Ang%C3%A9lique+SEBILLE+SOPHROLOGUE+Sante+naturailes/data=!4m7!3m6!1s0x47e8ab22c4a7be2f:0x4ea5b993bcc4c2ee!8m2!3d48.7079835!4d2.8614222!16s%2Fg%2F11myjz0jlp!19sChIJL76nxCKr6EcR7sLEvJO5pU4?authuser=0&hl=fr&rclk=1	website_found	
anima-aurae-meaux	Anima	AURAE	Meaux	77	https://animaauraenaturopa.wixsite.com/anima-aurae-naturopa		Anima Aurae	https://www.google.com/maps/place/Anima+Aurae/data=!4m7!3m6!1s0xaca11d0171fff3db:0x32da56b77a130e3c!8m2!3d48.9564653!4d2.8806633!16s%2Fg%2F11tcv1_pzj!19sChIJ2_P_cQEdoawRPA4TerdW2jI?authuser=0&hl=fr&rclk=1	website_found	
anissa-kacem-ormesson-sur-marne	Anissa	KACEM	Ormesson-sur-Marne	94	http://www.ani-k.fr/		Anissa Kacem Naturopathe et réflexologue	https://www.google.com/maps/place/Anissa+Kacem+Naturopathe+et+r%C3%A9flexologue/data=!4m7!3m6!1s0x47e60dad58b24c37:0xc6491c89f51d2c18!8m2!3d48.7946166!4d2.5525719!16s%2Fg%2F11jtzfd94c!19sChIJN0yyWK0N5kcRGCwd9YkcScY?authuser=0&hl=fr&rclk=1	website_found	
annabelle-lewandowski-versailles	Annabelle	LEWANDOWSKI	Versailles	78	https://www.halsanatura.com/		Annabelle LEWANDOWSKI - HÄLSA NATURA - Naturopathe - Drainage lymphatique, facialisme Versailles	https://www.google.com/maps/place/Annabelle+LEWANDOWSKI+-+H%C3%84LSA+NATURA+-+Naturopathe+-+Drainage+lymphatique,+facialisme+Versailles/data=!4m7!3m6!1s0x47e67de88a6813a9:0x8699ea71dcf98449!8m2!3d48.8066128!4d2.1323852!16s%2Fg%2F11y3psvpx1!19sChIJqRNoiuh95kcRSYT53HHqmYY?authuser=0&hl=fr&rclk=1	website_found	
anne-cinier-saint-maur-des-fosses	Anne	CINIER	Saint-Maur-des-Fossés	94	https://www.anneciniernaturopathe.fr/		Anne Cinier Naturopathe	https://www.google.com/maps/place/Anne+Cinier+Naturopathe/data=!4m7!3m6!1s0x47e60d6d5c60a7e1:0x71018a0c5abcd54a!8m2!3d48.8077087!4d2.4975727!16s%2Fg%2F11mvqz4k18!19sChIJ4adgXG0N5kcRStW8WgyKAXE?authuser=0&hl=fr&rclk=1	website_found	
anne-dauvilliers-montrouge	Anne	DAUVILLIERS	Montrouge	92	https://www.anne-dauvilliers.fr/		Anne Dauvilliers Naturopathe	https://www.google.com/maps/place/Anne+Dauvilliers+Naturopathe/data=!4m7!3m6!1s0x47e671d0055c1a4b:0x22cd76be66b076b1!8m2!3d48.8125875!4d2.3220029!16s%2Fg%2F11hz07b50d!19sChIJSxpcBdBx5kcRsXawZr52zSI?authuser=0&hl=fr&rclk=1	website_found	
anne-demangeon-puteaux	Anne	DEMANGEON	Puteaux	92	http://annedemangeon.fr/		Anne Demangeon - Massages relaxant et sportif sur mesure & drainage lymphatique à domicile	https://www.google.com/maps/place/Anne+Demangeon+-+Massages+relaxant+et+sportif+sur+mesure+%26+drainage+lymphatique+%C3%A0+domicile/data=!4m7!3m6!1s0x238fc927ee7e2df9:0xd1965f7388fc0269!8m2!3d48.8819954!4d2.2390808!16s%2Fg%2F11rwndfhk2!19sChIJ-S1-7ifJjyMRaQL8iHNfltE?authuser=0&hl=fr&rclk=1	website_found	
anne-goubau-antony	Anne	GOUBAU	Antony	92	https://liberlo.com/profil/anne-goubau/	https://liberlo.com/profil/anne-goubau/	Anne GOUBAU Naturopathe Réflexologue Fasciathérapeute	https://www.google.com/maps/place/Anne+GOUBAU+Naturopathe+R%C3%A9flexologue+Fasciath%C3%A9rapeute/data=!4m7!3m6!1s0x47e6776b214cab9b:0xc463142ba5f76819!8m2!3d48.7532883!4d2.3065362!16s%2Fg%2F11lh2thzj8!19sChIJm6tMIWt35kcRGWj3pSsUY8Q?authuser=0&hl=fr&rclk=1	website_and_booking_found	
anne-laure-lacroix-plaisir	Anne-Laure	LACROIX	Plaisir	78			Anne-Laure Lacroix	https://www.google.com/maps/place/Anne-Laure+Lacroix/data=!4m7!3m6!1s0xa1193a54af5f430d:0x9279a43995c5c00f!8m2!3d48.8129082!4d1.9483478!16s%2Fg%2F11vjntq9yw!19sChIJDUNfr1Q6GaERD8DFlTmkeZI?authuser=0&hl=fr&rclk=1	no_external_link_found	
anne-laurence-weiss-wissous	Anne-Laurence	WEISS	Wissous	91	http://www.ovoia.com/al-weiss		Anne-Laurence Weiss	https://www.google.com/maps/place/Anne-Laurence+Weiss/data=!4m7!3m6!1s0x47e676f80436760f:0x271323b8f63aeae!8m2!3d48.7363567!4d2.3230004!16s%2Fg%2F11cncsj5t3!19sChIJD3Y2BPh25kcRrq5jjzsycQI?authuser=0&hl=fr&rclk=1	website_found	
anne-lise-panot-ollainville	Anne-Lise	PANOT	Ollainville	91	https://www.annelisepanot-naturopathe.fr/		Anne-Lise Panot - Naturopathe et réflexologie plantaire (Essonne 91)	https://www.google.com/maps/place/Anne-Lise+Panot+-+Naturopathe+et+r%C3%A9flexologie+plantaire+%28Essonne+91%29/data=!4m7!3m6!1s0x47e5d175e440e3a7:0x5c1c6b4175991e08!8m2!3d48.6031935!4d2.2356295!16s%2Fg%2F11wc2z6wz0!19sChIJp-NA5HXR5UcRCB6ZdUFrHFw?authuser=0&hl=fr&rclk=1	website_found	
